record_id,user_id,activity_timestamp,weight,height,country_of_residence,dish_name,meal_type,ingredient_list,substitutions_list,substitutions_made,carbon_footprint_original,portion_size,hunger_rating,meal_rating,geo_location
rec_00463,Fit Felix,2023-12-07 14:41:05,74.7,176.8,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3812, 4.9145)"
rec_00970,Budget Billie,2023-12-07 18:10:32,59.7,166.1,India,Ramen with Veggies,Dinner,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",1,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,4,"(12.9795, 77.5956)"
rec_00994,Budget Billie,2023-12-07 19:22:48,58.6,166.1,India,Simple Pasta,Dinner,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",4,3,"(12.9824, 77.5998)"
rec_00242,Hardcore Henrietta,2023-12-08 19:56:56,79.0,171.2,Germany,Beef Stir-Fry,Dinner,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,5,"(52.5368, 13.4209)"
rec_01321,Diet Dani,2023-12-09 07:46:43,81.0,171.5,Italy,Smoothie Bowl,Breakfast,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,4,"(41.8905, 12.511)"
rec_00007,Hardcore Henrietta,2023-12-10 07:19:42,79.5,165.2,Germany,Beef Stir-Fry,Breakfast,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,4,"(52.517, 13.4148)"
rec_01793,Travel Terry,2023-12-10 09:52:35,78.6,181.6,Japan,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,5,"(48.8443, 2.3387)"
rec_01894,Travel Terry,2023-12-10 18:27:21,79.8,181.7,Japan,Vegan Curry,Dinner,"['tomato', 'yogurt', 'milk', 'chicken', 'fish', 'tofu']","[None, 'coconut yogurt', 'almond milk', 'tofu', 'tempeh', None]",1,"[2.64, 0.35, 1.32, 4.26, 2.34, 4.03]","[158, 106, 95, 255, 295, 228]",4,4,"(-33.8645, 151.1999)"
rec_01890,Travel Terry,2023-12-11 18:12:22,78.2,181.0,Japan,Zucchini Noodles,Dinner,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",5,4,"(35.6845, 139.6797)"
rec_01572,Travel Terry,2023-12-11 18:29:00,75.7,179.7,Japan,Vegan Burrito,Dinner,"['beef', 'spinach', 'pork', 'egg']","['seitan', None, 'jackfruit', 'flax egg']",1,"[4.32, 2.08, 4.71, 2.89]","[67, 202, 67, 222]",5,3,"(35.7, 139.6997)"
rec_00804,Vegan Vera,2023-12-11 20:46:00,59.3,165.6,Sweden,Vegan Buddha Bowl,Dinner,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",4,4,"(59.3347, 18.0742)"
rec_00788,Vegan Vera,2023-12-12 09:32:06,59.9,168.5,Sweden,Vegan Buddha Bowl,Breakfast,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,4,"(59.3411, 18.0677)"
rec_01180,Diet Dani,2023-12-12 12:14:40,81.3,168.9,Italy,Zucchini Noodles,Lunch,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,4,"(41.9129, 12.505)"
rec_01175,Diet Dani,2023-12-12 14:25:23,80.2,169.3,Italy,Zucchini Noodles,Lunch,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,4,"(41.9154, 12.5065)"
rec_01862,Travel Terry,2023-12-13 12:59:33,76.2,181.7,Japan,Vegan Buddha Bowl,Lunch,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",1,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",4,4,"(-33.8522, 151.215)"
rec_00096,Hardcore Henrietta,2023-12-13 14:04:08,82.2,169.8,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",3,4,"(52.5272, 13.3988)"
rec_01478,Diet Dani,2023-12-13 19:54:10,81.2,169.8,Italy,Smoothie Bowl,Dinner,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",0,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,4,"(41.8872, 12.483)"
rec_00232,Hardcore Henrietta,2023-12-13 20:46:59,75.5,168.3,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,5,"(52.5095, 13.387)"
rec_01315,Diet Dani,2023-12-14 09:35:29,80.5,168.2,Italy,Zucchini Noodles,Breakfast,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,4,"(41.9078, 12.5018)"
rec_00890,Vegan Vera,2023-12-14 14:31:17,57.7,165.5,Sweden,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",4,4,"(59.3301, 18.0608)"
rec_00929,Budget Billie,2023-12-14 14:56:10,59.4,166.3,India,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,3,"(12.9903, 77.599)"
rec_00028,Hardcore Henrietta,2023-12-14 20:09:04,80.3,169.6,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5277, 13.411)"
rec_01297,Diet Dani,2023-12-15 08:06:05,81.4,171.3,Italy,Zucchini Noodles,Breakfast,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,4,"(41.8828, 12.5043)"
rec_00939,Budget Billie,2023-12-15 14:21:53,61.0,163.2,India,Stir-fried Rice,Lunch,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",1,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,4,"(12.9679, 77.5748)"
rec_00635,Fit Felix,2023-12-15 14:50:42,74.2,177.0,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,4,"(52.3647, 4.9089)"
rec_01086,Budget Billie,2023-12-16 07:46:12,61.1,163.3,India,Ramen with Veggies,Breakfast,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",3,3,"(12.9588, 77.5818)"
rec_00139,Hardcore Henrietta,2023-12-16 08:35:33,76.4,169.6,Germany,Beef Stir-Fry,Breakfast,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,5,"(52.5259, 13.4219)"
rec_00208,Hardcore Henrietta,2023-12-16 19:29:47,75.4,167.3,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5328, 13.388)"
rec_00819,Vegan Vera,2023-12-16 19:40:04,56.0,165.5,Sweden,Vegan Buddha Bowl,Dinner,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",2,5,"(59.3346, 18.0666)"
rec_00963,Budget Billie,2023-12-17 12:17:56,59.1,164.1,India,Simple Pasta,Lunch,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",1,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",4,3,"(12.9692, 77.5783)"
rec_00375,Fit Felix,2023-12-17 18:49:40,73.1,175.9,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,3,"(52.3647, 4.8883)"
rec_00674,Vegan Vera,2023-12-18 07:52:20,59.2,165.8,Sweden,Vegan Buddha Bowl,Breakfast,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",2,4,"(59.3467, 18.0644)"
rec_00592,Fit Felix,2023-12-18 12:15:53,70.7,179.2,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.351, 4.899)"
rec_00138,Hardcore Henrietta,2023-12-18 12:19:24,81.7,172.9,Germany,Beef Stir-Fry,Lunch,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,4,"(52.509, 13.4193)"
rec_00382,Fit Felix,2023-12-18 18:55:49,73.9,176.7,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,3,"(52.3481, 4.9152)"
rec_01127,Budget Billie,2023-12-19 18:23:54,61.2,163.1,India,Simple Pasta,Dinner,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",3,3,"(12.9878, 77.5755)"
rec_00287,Hardcore Henrietta,2023-12-19 20:57:53,79.8,170.7,Germany,Beef Stir-Fry,Dinner,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,4,"(52.5005, 13.3893)"
rec_01843,Travel Terry,2023-12-20 07:27:59,78.2,180.5,Japan,Grilled Chicken Salad,Breakfast,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",5,4,"(48.8435, 2.3511)"
rec_01060,Budget Billie,2023-12-20 09:12:15,61.9,164.6,India,Simple Pasta,Breakfast,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",5,4,"(12.9626, 77.6103)"
rec_01301,Diet Dani,2023-12-21 18:48:10,78.1,168.7,Italy,Smoothie Bowl,Dinner,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,4,"(41.892, 12.5089)"
rec_00203,Hardcore Henrietta,2023-12-21 19:15:26,80.5,174.1,Germany,Beef Stir-Fry,Dinner,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,5,"(52.5229, 13.3898)"
rec_00545,Fit Felix,2023-12-23 07:06:11,71.9,178.7,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,5,"(52.3821, 4.8863)"
rec_00692,Vegan Vera,2023-12-23 08:16:44,59.5,167.6,Sweden,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.3246, 18.0609)"
rec_01649,Travel Terry,2023-12-23 20:46:23,77.4,179.5,Japan,Tofu Tacos,Dinner,"['pasta', 'spinach', 'rice', 'tofu', 'egg']","[None, None, None, None, 'flax egg']",0,"[3.78, 4.22, 1.46, 3.91, 2.47]","[240, 270, 171, 165, 116]",4,4,"(-33.8848, 151.2155)"
rec_00443,Fit Felix,2023-12-24 07:36:31,74.1,176.9,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,5,"(52.364, 4.9059)"
rec_00783,Vegan Vera,2023-12-24 18:17:05,59.6,167.5,Sweden,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.3178, 18.0734)"
rec_01751,Travel Terry,2023-12-24 18:31:09,75.3,180.4,Japan,Local Curry,Dinner,"['tofu', 'egg', 'broccoli']","[None, 'flax egg', None]",1,"[2.37, 1.42, 4.63]","[236, 112, 91]",4,3,"(35.709, 139.6798)"
rec_00486,Fit Felix,2023-12-25 08:44:39,74.5,176.7,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,3,"(52.3508, 4.9193)"
rec_01814,Travel Terry,2023-12-25 12:54:14,76.0,179.7,Japan,Vegan Wrap,Lunch,"['broccoli', 'tofu', 'yogurt', 'quinoa', 'mushroom', 'milk']","[None, None, 'coconut yogurt', None, None, 'almond milk']",0,"[3.43, 2.08, 0.91, 2.39, 0.73, 3.15]","[161, 174, 57, 149, 136, 221]",4,5,"(35.6859, 139.6722)"
rec_01472,Diet Dani,2023-12-25 12:54:50,78.8,170.0,Italy,Smoothie Bowl,Lunch,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,3,"(41.9141, 12.5106)"
rec_01350,Diet Dani,2023-12-25 14:53:43,81.3,168.1,Italy,Zucchini Noodles,Lunch,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,3,"(41.8953, 12.4899)"
rec_00429,Fit Felix,2023-12-26 07:45:38,73.4,175.5,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,3,"(52.3654, 4.8983)"
rec_01794,Travel Terry,2023-12-26 07:51:34,79.2,179.6,Japan,Spinach Lasagna,Breakfast,"['spinach', 'pepper', 'milk', 'garlic']","[None, None, 'almond milk', None]",1,"[1.91, 0.87, 4.19, 3.55]","[275, 67, 275, 112]",3,3,"(48.8415, 2.3655)"
rec_00308,Hardcore Henrietta,2023-12-27 12:20:15,80.7,168.6,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5111, 13.3994)"
rec_01521,Travel Terry,2023-12-28 07:37:35,76.4,180.2,Japan,Vegan Empanadas,Breakfast,"['pepper', 'pasta', 'pork', 'salt']","[None, None, 'jackfruit', None]",1,"[4.48, 0.49, 0.84, 1.98]","[110, 119, 135, 131]",4,3,"(35.6912, 139.6795)"
rec_01516,Travel Terry,2023-12-28 08:43:00,76.0,178.1,Japan,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",3,4,"(-33.8853, 151.2095)"
rec_00557,Fit Felix,2023-12-29 07:38:13,71.3,178.7,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,5,"(52.3643, 4.9004)"
rec_00911,Budget Billie,2023-12-29 09:10:04,61.0,163.5,India,Stir-fried Rice,Breakfast,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",1,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",5,2,"(12.9878, 77.5888)"
rec_00031,Hardcore Henrietta,2023-12-29 12:33:26,78.2,165.6,Germany,Beef Stir-Fry,Lunch,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,4,"(52.5032, 13.4198)"
rec_00384,Fit Felix,2023-12-30 08:09:08,73.8,177.9,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,4,"(52.3695, 4.8946)"
rec_00571,Fit Felix,2023-12-30 13:57:43,73.3,175.6,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3623, 4.8921)"
rec_01176,Diet Dani,2023-12-30 14:16:56,80.0,170.2,Italy,Grilled Chicken Salad,Lunch,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",1,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",4,3,"(41.9008, 12.498)"
rec_01676,Travel Terry,2024-01-01 19:43:04,77.4,178.0,Japan,Vegetable Stir-Fry,Dinner,"['pork', 'onion', 'mushroom', 'fish', 'salt', 'pepper']","['jackfruit', None, None, 'tempeh', None, None]",1,"[1.55, 0.72, 2.16, 4.71, 3.42, 4.52]","[129, 220, 154, 133, 153, 228]",5,4,"(35.7028, 139.6802)"
rec_00886,Vegan Vera,2024-01-02 07:15:14,59.9,166.8,Sweden,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.3394, 18.0809)"
rec_00563,Fit Felix,2024-01-02 12:20:47,74.1,179.6,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3817, 4.9104)"
rec_01062,Budget Billie,2024-01-03 07:34:47,61.1,165.4,India,Simple Pasta,Breakfast,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",5,4,"(12.9818, 77.6034)"
rec_00198,Hardcore Henrietta,2024-01-03 12:03:15,81.5,171.4,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",3,4,"(52.5244, 13.3974)"
rec_01107,Budget Billie,2024-01-03 12:28:38,61.2,164.0,India,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,3,"(12.9906, 77.6053)"
rec_00235,Hardcore Henrietta,2024-01-04 08:14:53,78.8,166.9,Germany,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",5,5,"(52.5267, 13.3884)"
rec_00519,Fit Felix,2024-01-04 12:11:53,73.5,176.8,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3567, 4.8886)"
rec_00950,Budget Billie,2024-01-04 14:30:20,61.6,163.2,India,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,3,"(12.9673, 77.6056)"
rec_01007,Budget Billie,2024-01-05 13:09:47,58.6,165.5,India,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,4,"(12.986, 77.5849)"
rec_01346,Diet Dani,2024-01-06 09:13:19,81.1,171.9,Italy,Grilled Chicken Salad,Breakfast,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,4,"(41.9071, 12.4894)"
rec_01770,Travel Terry,2024-01-06 12:29:13,77.3,178.6,Japan,Tofu Scramble,Lunch,"['broccoli', 'salt', 'fish']","[None, None, 'tempeh']",1,"[1.4, 4.46, 3.74]","[290, 274, 84]",4,4,"(35.68, 139.6978)"
rec_00957,Budget Billie,2024-01-07 09:03:20,58.3,166.3,India,Simple Pasta,Breakfast,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",1,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",3,3,"(12.9594, 77.5992)"
rec_00398,Fit Felix,2024-01-07 14:59:47,74.4,177.1,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.355, 4.9146)"
rec_00898,Vegan Vera,2024-01-07 18:28:00,58.3,169.2,Sweden,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.3431, 18.0573)"
rec_01000,Budget Billie,2024-01-07 18:50:11,60.3,164.8,India,Ramen with Veggies,Dinner,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,3,"(12.9758, 77.5879)"
rec_00889,Vegan Vera,2024-01-07 19:23:49,59.1,169.5,Sweden,Vegan Buddha Bowl,Dinner,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,4,"(59.345, 18.0614)"
rec_00362,Fit Felix,2024-01-07 20:02:12,73.8,176.2,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,3,"(52.3869, 4.903)"
rec_00521,Fit Felix,2024-01-07 20:26:18,73.0,176.6,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,4,"(52.3834, 4.9162)"
rec_01873,Travel Terry,2024-01-08 09:00:09,78.1,180.8,Japan,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(35.7056, 139.683)"
rec_00581,Fit Felix,2024-01-08 19:30:01,70.6,179.5,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3704, 4.9175)"
rec_00309,Hardcore Henrietta,2024-01-09 13:31:35,81.8,168.3,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5112, 13.4181)"
rec_01154,Diet Dani,2024-01-09 19:35:10,79.5,171.1,Italy,Zucchini Noodles,Dinner,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,4,"(41.8937, 12.4874)"
rec_00296,Hardcore Henrietta,2024-01-09 20:39:58,84.8,165.1,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5128, 13.4216)"
rec_01173,Diet Dani,2024-01-10 07:41:02,79.1,171.5,Italy,Smoothie Bowl,Breakfast,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",0,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,3,"(41.9209, 12.4959)"
